"Information package iri","iri","ADF Identifier","Archived By Pref Label","Archived By Information package iri","Archived On","Building","Check Sum","Check Sum Type Pref Label","Check Sum Type Information package iri","Content Identifier","Created By Pref Label","Created By Information package iri","Created By (Information Source) Pref Label","Created By (Information Source) Information package iri","Created On","Created On (Information Source)","Data Compliance Level","Data Owner Group Pref Label","Data Owner Group Information package iri","Data Owner Organization Pref Label","Data Owner Organization Information package iri","Data Owner Person Pref Label","Data Owner Person Information package iri","Data Size","Datahub Loaded","Date Format (Information Source)","Deleted By Pref Label","Deleted By Information package iri","Deleted On","Deletion Date","Department ","Device UUID","Expiration Date","Expiration Reviewed By Pref Label","Expiration Reviewed By Information package iri","Expiration Reviewed On","Expired","File Name","Full Folder Path On ADI","Functional Area","Imported from Host","Imported from URL","Information Collection Pref Label","Information Collection Information package iri","Information Package Profile Pref Label","Information Package Profile Information package iri","Information Source Pref Label","Information Source Information package iri","Instrument Class","Instrument Compliance Level","Instrument ID","Instrument Manufacturer","Instrument Model","Instrument Name","Instrument PC ID","Last Error","Last Error Details","Last Modified By Pref Label","Last Modified By Information package iri","Last Modified On","Lifecycle Status Pref Label","Lifecycle Status Information package iri","Modified By (Information Source) Pref Label","Modified By (Information Source) Information package iri","Modified On (Information Source)","Motivated By","Number of Files","Object Key","Organization","Preferred Label","Preservation Date","Preservation Hold","Provenance","Purge Date","Purged By Pref Label","Purged By Information package iri","Purged On","Rejected By Pref Label","Rejected By Information package iri","Rejected On","Replaced On","Retention Date","Retention Hold","Retention Tag Pref Label","Retention Tag Information package iri","Room","Site","Software","Software Version","Storage Location Pref Label","Storage Location Information package iri","Submitted By Pref Label","Submitted By Information package iri","Submitted On","Time Zone (Information Source)","Title","Transition Status Pref Label","Transition Status Information package iri","Version Label"
"https://zontaldev.jnj.com/api/informationPackages/506fef9a38ff40e5a5f60bbc326671","https://zontaldev.jnj.com/api/informationPackages/506fef9a38ff40e5a5f60bbc326671","afb53f69-b49e-4038-9762-fab4832706c6","ZONTAL Space Bot (zontal_space_bot)","https://zontaldev.jnj.com/api/users/zontal_space_bot",2026-06-25 13:27:14.863000,"[B999]","40408705e4e9ebb8092e4aaafbd1e42c","MD5","http://id.loc.gov/vocabulary/cryptographicHashFunctions/md5","provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n003-00468_05_DSC_film.tri","ZONTAL Space Bot","https://zontaldev.jnj.com/api/users/zontal_space_bot",None,None,2026-06-25 13:27:06.661000,None,"[]",None,None,None,None,"ZONTAL Space Bot (zontal_space_bot)","https://zontaldev.jnj.com/api/users/zontal_space_bot",3437087,True,None,None,None,None,None,"[Test Dept]","[47679feb-90ef-45f9-8681-681eb933313a]",None,"ZONTAL Space Bot (zontal_space_bot)","https://zontaldev.jnj.com/api/users/zontal_space_bot",2026-06-25 13:27:14.863000,False,"[Excipients-n003-00468_05_DSC_film.tri]","[/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n003-00468_05_DSC_film.tri]","[IM-RD]",None,None,"JnJ Collection","https://zontaldev.jnj.com/api/informationCollections/ELDNCM6XT5BZLARIS63B46YXEM","DSC 2500 VNF","https://zontaldev.jnj.com/api/informationPackageProfiles/4XK6HEWJL5CCNI2ME2FNX3I24Q",None,None,"[Test Class]","[nGxP]","[JHHI1735]","[TA Instruments]","[Discovery DSC 2500]","[Discovery DSC 2500 (MFT)]","[PCID1735]",None,None,"ZONTAL Space Bot","https://zontaldev.jnj.com/api/users/zontal_space_bot",2026-06-25 13:27:58.587000,"Archived","http://purl.zontal.io/codelists/space/lifecycle-status#Archived",None,None,None,"Data Hub load completed",1,"[506fef9a38ff40e5a5f60bbc326671]","[Test Org]","Excipients-n003-00468_05_DSC_film.tri.asm",None,False,"[{prefLabel={de=Excipients-n003-00468_05_DSC_film.tri, en=Excipients-n003-00468_05_DSC_film.tri}, @id=https://zontaldev.jnj.com/api/informationPackages/OIYKGXMOONDTJOL6HYQ3WUQJQY}]",None,None,None,None,None,None,None,None,None,False,None,None,"[R934]","[Beere]","[TRIOS]","[5.9]","Archival Storage Location","https://zontaldev.jnj.com/api/storageLocations/archival","ZONTAL Space Bot (zontal_space_bot)","https://zontaldev.jnj.com/api/users/zontal_space_bot",2026-06-25 13:27:12.036000,None,"Excipients-n003-00468_05_DSC_film.tri.asm","Archival Completed","http://purl.zontal.io/codelists/space/transition-status#ArchivalCompleted","1, current"
