"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Device Control Aggregate Iri","Device Type","Index","Measurement Aggregate Iri","Measurement Iri","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n003-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/506fef9a38ff40e5a5f60bbc326671","urn:uuid:6dc8a2d9-f611-4775-8939-fa048b98608a","urn:uuid:d2c9b84c-1712-4fd4-b880-bda68f44e3c2","urn:uuid:3b87038e-2ac0-4065-9e24-80cda706d8ea","differential scanning calorimeter",0,"urn:uuid:2c0b1fc6-1495-4982-96a1-c6058a889dd7","urn:uuid:7172284d-4c1b-4b79-a2c6-77fec33699be","urn:uuid:40cc6598-147f-42ad-9989-214fc9a2afca","urn:uuid:dafafd6c-2256-40db-84ff-a70d4753b615"
