"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Device System Iri","Device Type","Index","Model Number","Thermal Analyzer Aggregate Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n003-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/506fef9a38ff40e5a5f60bbc326671","urn:uuid:c87bdbd9-b957-4c8d-bed1-28b19ff3ff4c","urn:uuid:d2c9b84c-1712-4fd4-b880-bda68f44e3c2","urn:uuid:1b800cb5-f1f8-4439-86fc-136f7865e979","thermal analyzer",0,"DSC2500","urn:uuid:40cc6598-147f-42ad-9989-214fc9a2afca"
