"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Asm Conversion Time","Asm Converter Name","Asm Converter Version","Asm File Identifier","Data System Instance Identifier","File Name","Software Name","Thermal Analyzer Aggregate Iri","Unc Path"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n003-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/506fef9a38ff40e5a5f60bbc326671","urn:uuid:914fa0ba-6f45-439b-825b-afee3c168918","urn:uuid:d2c9b84c-1712-4fd4-b880-bda68f44e3c2","2026-06-25T13:26:56.648890+00:00","zontal-ta-instruments-trios","1.0.0","Excipients-n003-00468_05_DSC_film.tri.asm","Excipients-n003-00468_05_DSC_film.tri","Excipients-n003-00468_05_DSC_film.tri","TRIOS","urn:uuid:40cc6598-147f-42ad-9989-214fc9a2afca","/opt/space/storage/share/datahub/OIYKGXMOONDTJOL6HYQ3WUQJQY/cwd/Excipients-n003-00468_05_DSC_film.tri"
