"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n003-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/506fef9a38ff40e5a5f60bbc326671","urn:uuid:2c0b1fc6-1495-4982-96a1-c6058a889dd7","urn:uuid:d2c9b84c-1712-4fd4-b880-bda68f44e3c2","urn:uuid:40cc6598-147f-42ad-9989-214fc9a2afca","urn:uuid:dafafd6c-2256-40db-84ff-a70d4753b615"
