"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Device System Iri","Device Type","Index","Model Number","Thermal Analyzer Aggregate Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n002-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/05eedf3951764928b50da537245d12","urn:uuid:6b0352b4-5ad9-4b86-af7d-a57e798c53f1","urn:uuid:3c9afc1b-5074-4c4d-87c2-580dd303b002","urn:uuid:8b1b3897-1404-44f6-9f23-50dccf686ecf","thermal analyzer",0,"DSC2500","urn:uuid:738bc071-f452-4289-ac61-d9ddc5deee43"
