"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Asset Management Identifier","Equipment Serial Number","Product Manufacturer","Thermal Analyzer Aggregate Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n002-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/05eedf3951764928b50da537245d12","urn:uuid:8b1b3897-1404-44f6-9f23-50dccf686ecf","urn:uuid:3c9afc1b-5074-4c4d-87c2-580dd303b002","DSC2A-01252","DSC2A-01252","ta instruments","urn:uuid:738bc071-f452-4289-ac61-d9ddc5deee43"
