"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Measurement Aggregate Iri","Measurement Iri","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n002-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/05eedf3951764928b50da537245d12","urn:uuid:0ae2c614-1599-4e24-93cb-c42ffccbba4b","urn:uuid:3c9afc1b-5074-4c4d-87c2-580dd303b002","urn:uuid:7d4efb64-b970-45ec-b1fc-1af781ed2750","urn:uuid:298569be-4df4-4b75-b691-3887792b42c1","urn:uuid:738bc071-f452-4289-ac61-d9ddc5deee43","urn:uuid:3901351c-8298-4f67-b461-bb17d7535df2"
