"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Analytical Method Identifier","Container State Description","Container Type","Index","Measurement Aggregate Iri","Measurement Identifier","Measurement Time","Sample Weight Unit","Sample Weight Value","Temperature Rate Unit","Temperature Rate Value","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n002-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/05eedf3951764928b50da537245d12","urn:uuid:298569be-4df4-4b75-b691-3887792b42c1",None,None,"sealed","differential scanning calorimetry pan",None,None,"Excipients-n002-00468_05_DSC_film_1","2024-10-11T00:00:00+00:00","mg",7.642000000000000,"°C/min",10.000000000000000,None,None
