"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Asm Conversion Time","Asm Converter Name","Asm Converter Version","Asm File Identifier","Data System Instance Identifier","File Name","Software Name","Thermal Analyzer Aggregate Iri","Unc Path"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n002-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/05eedf3951764928b50da537245d12","urn:uuid:0f8ccb5c-e3d7-4a6c-beec-8525591f0ddd","urn:uuid:3c9afc1b-5074-4c4d-87c2-580dd303b002","2026-06-22T14:32:48.756918+00:00","zontal-ta-instruments-trios","1.0.0","Excipients-n002-00468_05_DSC_film.tri.asm","Excipients-n002-00468_05_DSC_film.tri","Excipients-n002-00468_05_DSC_film.tri","TRIOS","urn:uuid:738bc071-f452-4289-ac61-d9ddc5deee43","/opt/space/storage/share/datahub/E44LSQ5O3VH7BDAMGE3WIPW4M4/cwd/Excipients-n002-00468_05_DSC_film.tri"
