"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Analyst","Index","Thermal Analyzer Aggregate Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Excipients-n002-00468_05_DSC_film.tri","https://zontaldev.jnj.com/api/informationPackages/05eedf3951764928b50da537245d12","urn:uuid:3901351c-8298-4f67-b461-bb17d7535df2",None,"e-MEUG",None,None
