Environment;Object;Role Index;Role;Privilege Index;Privilege;Value
devinternal;GxP Request Privileges;2;System Admin;1;View;1
devinternal;GxP Request Privileges;2;System Admin;2;Add;1
devinternal;GxP Request Privileges;2;System Admin;3;Edit;1
devinternal;GxP Request Privileges;2;System Admin;4;Move;1
devinternal;GxP Request Privileges;2;System Admin;5;Export;1
devinternal;GxP Request Privileges;2;System Admin;6;Share;1
devinternal;GxP Request Privileges;2;System Admin;7;Read Dependent Share;1
devinternal;GxP Request Privileges;2;System Admin;8;Trash;1
devinternal;GxP Request Privileges;2;System Admin;9;Share Templates;1
devinternal;GxP Request Privileges;2;System Admin;10;Add Reviewers and Keep Open;1
devinternal;GxP Request Privileges;2;System Admin;11;Sign and Add Reviewers;1
devinternal;GxP Request Privileges;2;System Admin;12;Sign and Keep Open;1
devinternal;GxP Request Privileges;2;System Admin;13;Void;1
devinternal;GxP Request Privileges;2;System Admin;14;Sign and Close Without Witnessing;1
devinternal;GxP Request Privileges;2;System Admin;15;Two Stage Review;1
devinternal;GxP Request Privileges;2;System Admin;16;Close Without Signing;1
devinternal;GxP Request Privileges;2;System Admin;17;Approve;1
devinternal;GxP Request Privileges;3;Inventory Admin;1;View;0
devinternal;GxP Request Privileges;3;Inventory Admin;2;Add;0
devinternal;GxP Request Privileges;3;Inventory Admin;3;Edit;0
devinternal;GxP Request Privileges;3;Inventory Admin;4;Move;0
devinternal;GxP Request Privileges;3;Inventory Admin;5;Export;0
devinternal;GxP Request Privileges;3;Inventory Admin;6;Share;0
devinternal;GxP Request Privileges;3;Inventory Admin;7;Read Dependent Share;0
devinternal;GxP Request Privileges;3;Inventory Admin;8;Trash;0
devinternal;GxP Request Privileges;3;Inventory Admin;9;Share Templates;0
devinternal;GxP Request Privileges;3;Inventory Admin;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;3;Inventory Admin;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;3;Inventory Admin;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;3;Inventory Admin;13;Void;0
devinternal;GxP Request Privileges;3;Inventory Admin;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;3;Inventory Admin;15;Two Stage Review;0
devinternal;GxP Request Privileges;3;Inventory Admin;16;Close Without Signing;0
devinternal;GxP Request Privileges;3;Inventory Admin;17;Approve;0
devinternal;GxP Request Privileges;4;Standard User;1;View;0
devinternal;GxP Request Privileges;4;Standard User;2;Add;0
devinternal;GxP Request Privileges;4;Standard User;3;Edit;0
devinternal;GxP Request Privileges;4;Standard User;4;Move;0
devinternal;GxP Request Privileges;4;Standard User;5;Export;0
devinternal;GxP Request Privileges;4;Standard User;6;Share;0
devinternal;GxP Request Privileges;4;Standard User;7;Read Dependent Share;0
devinternal;GxP Request Privileges;4;Standard User;8;Trash;0
devinternal;GxP Request Privileges;4;Standard User;9;Share Templates;0
devinternal;GxP Request Privileges;4;Standard User;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;4;Standard User;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;4;Standard User;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;4;Standard User;13;Void;0
devinternal;GxP Request Privileges;4;Standard User;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;4;Standard User;15;Two Stage Review;0
devinternal;GxP Request Privileges;4;Standard User;16;Close Without Signing;0
devinternal;GxP Request Privileges;4;Standard User;17;Approve;0
devinternal;GxP Request Privileges;5;Archivist;1;View;0
devinternal;GxP Request Privileges;5;Archivist;2;Add;0
devinternal;GxP Request Privileges;5;Archivist;3;Edit;0
devinternal;GxP Request Privileges;5;Archivist;4;Move;0
devinternal;GxP Request Privileges;5;Archivist;5;Export;0
devinternal;GxP Request Privileges;5;Archivist;6;Share;0
devinternal;GxP Request Privileges;5;Archivist;7;Read Dependent Share;0
devinternal;GxP Request Privileges;5;Archivist;8;Trash;0
devinternal;GxP Request Privileges;5;Archivist;9;Share Templates;0
devinternal;GxP Request Privileges;5;Archivist;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;5;Archivist;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;5;Archivist;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;5;Archivist;13;Void;0
devinternal;GxP Request Privileges;5;Archivist;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;5;Archivist;15;Two Stage Review;0
devinternal;GxP Request Privileges;5;Archivist;16;Close Without Signing;0
devinternal;GxP Request Privileges;5;Archivist;17;Approve;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;1;View;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;2;Add;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;3;Edit;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;4;Move;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;5;Export;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;6;Share;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;7;Read Dependent Share;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;8;Trash;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;9;Share Templates;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;13;Void;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;15;Two Stage Review;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;16;Close Without Signing;0
devinternal;GxP Request Privileges;6;Disc Pharm Super User;17;Approve;0
devinternal;GxP Request Privileges;7;Disc Pharm User;1;View;0
devinternal;GxP Request Privileges;7;Disc Pharm User;2;Add;0
devinternal;GxP Request Privileges;7;Disc Pharm User;3;Edit;0
devinternal;GxP Request Privileges;7;Disc Pharm User;4;Move;0
