Environment;Object;Role Index;Role;Privilege Index;Privilege;Value
jnj-test;GxP Experiment Privileges;8;GxP Std User;2;Add;1
jnj-test;GxP Experiment Privileges;8;GxP Std User;3;Edit;1
jnj-test;GxP Experiment Privileges;8;GxP Std User;4;Move;1
jnj-test;GxP Experiment Privileges;8;GxP Std User;5;Export;1
jnj-test;GxP Experiment Privileges;8;GxP Std User;6;Share;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;8;Trash;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;9;Share Templates;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;11;Sign and Add Reviewers;1
jnj-test;GxP Experiment Privileges;8;GxP Std User;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;13;Void;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;15;Two Stage Review;1
jnj-test;GxP Experiment Privileges;8;GxP Std User;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;8;GxP Std User;17;Approve;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;1;View;1
jnj-test;GxP Experiment Privileges;9;GxP Superuser;2;Add;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;3;Edit;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;4;Move;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;5;Export;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;6;Share;1
jnj-test;GxP Experiment Privileges;9;GxP Superuser;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;8;Trash;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;9;Share Templates;1
jnj-test;GxP Experiment Privileges;9;GxP Superuser;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;13;Void;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;9;GxP Superuser;17;Approve;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;1;View;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;2;Add;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;3;Edit;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;4;Move;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;5;Export;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;6;Share;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;8;Trash;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;9;Share Templates;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;13;Void;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;10;Janssen Internal User;17;Approve;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;1;View;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;2;Add;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;3;Edit;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;4;Move;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;5;Export;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;6;Share;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;8;Trash;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;9;Share Templates;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;13;Void;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;11;Non-GxP Standard User;17;Approve;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;1;View;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;2;Add;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;3;Edit;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;4;Move;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;5;Export;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;6;Share;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;8;Trash;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;9;Share Templates;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;13;Void;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;12;Recipe Builder;17;Approve;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;1;View;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;2;Add;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;3;Edit;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;4;Move;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;5;Export;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;6;Share;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;8;Trash;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;9;Share Templates;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;13;Void;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;13;ResearchCenterManager;17;Approve;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;1;View;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;2;Add;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;3;Edit;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;4;Move;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;5;Export;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;6;Share;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;8;Trash;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;9;Share Templates;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;13;Void;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;14;ResearchCenterUser;17;Approve;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;1;View;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;2;Add;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;3;Edit;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;4;Move;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;5;Export;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;6;Share;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;8;Trash;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;9;Share Templates;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;12;Sign and Keep Open;0
