"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Asset Management Identifier","Equipment Serial Number","Product Manufacturer","Thermal Analyzer Aggregate Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:afd2cca5-a6e1-4de8-b08a-1b4d2ec75309","urn:uuid:7b95752b-3d5a-4722-b6bc-3660c8f46196","DSC2A-01252","DSC2A-01252","ta instruments","urn:uuid:1ecc3b4a-6098-4aa4-b018-f3b339446886"
