"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Asm Conversion Time","Asm Converter Name","Asm Converter Version","Asm File Identifier","Data System Instance Identifier","File Name","Software Name","Thermal Analyzer Aggregate Iri","Unc Path"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:0c3bef72-25e5-4e79-b742-ab0d292c9d45","urn:uuid:7b95752b-3d5a-4722-b6bc-3660c8f46196","2026-06-22T14:32:58.492763+00:00","zontal-ta-instruments-trios","1.0.0","Mn2300 (PLD)_E350080_DSC-M01_01.tri.asm","Mn2300 (PLD)_E350080_DSC-M01_01.tri","Mn2300 (PLD)_E350080_DSC-M01_01.tri","TRIOS","urn:uuid:1ecc3b4a-6098-4aa4-b018-f3b339446886","/opt/space/storage/share/datahub/XTLHI4DMKVE3BIV3KL5VG2AASU/cwd/Mn2300 (PLD)_E350080_DSC-M01_01.tri"
