"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Device Control Aggregate Iri","Device Type","Index","Measurement Aggregate Iri","Measurement Iri","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:02131041-95ee-48da-865f-892098426877","urn:uuid:7b95752b-3d5a-4722-b6bc-3660c8f46196","urn:uuid:fe76c74e-bc25-45af-a7a7-bc7787c2f852","differential scanning calorimeter",0,"urn:uuid:6f0b2e21-f649-4856-9656-4fe1775312fd","urn:uuid:a4627cd5-c661-4de4-b3bd-eb100dab8440","urn:uuid:1ecc3b4a-6098-4aa4-b018-f3b339446886","urn:uuid:c03f8539-51f9-4e46-b577-9e4bdc559e48"
