"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Analyst","Index","Thermal Analyzer Aggregate Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:c03f8539-51f9-4e46-b577-9e4bdc559e48",None,"e-MEUG",None,None
