"Content Identifier","Information Package Iri","Iri","ASM Document Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:1ecc3b4a-6098-4aa4-b018-f3b339446886",None
