"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Analytical Method Identifier","Container State Description","Container Type","Index","Measurement Aggregate Iri","Measurement Identifier","Measurement Time","Sample Weight Unit","Sample Weight Value","Temperature Rate Unit","Temperature Rate Value","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:a4627cd5-c661-4de4-b3bd-eb100dab8440",None,None,"crimped","differential scanning calorimetry pan",None,None,"Mn2300 (PLD)_E350080_DSC-M01_01_seg1_1","2025-09-23T00:00:00+00:00","mg",2.995000000000000,"°C/min",10.000000000000000,None,None
