"Content Identifier","Information Package Iri","Iri","ASM Document Iri","Batch Identifier","Description","Measurement Aggregate Iri","Measurement Iri","Sample Identifier","Thermal Analyzer Aggregate Iri","Thermal Analyzer Iri"
"provenance:/instruments/ZONTAL/S3_Mock_Instrument/JHHI1735/raw/PCID1735/DSC_Data/Mn2300 (PLD)_E350080_DSC-M01_01.tri","https://zontaldev.jnj.com/api/informationPackages/dd3838bb75e44e8e804aab75821ab4","urn:uuid:3d4eec8c-a7ae-4e01-9e63-5849a09a9bdd","urn:uuid:7b95752b-3d5a-4722-b6bc-3660c8f46196",None,"Johnson & Johnson","urn:uuid:6f0b2e21-f649-4856-9656-4fe1775312fd","urn:uuid:a4627cd5-c661-4de4-b3bd-eb100dab8440","Resomer condensate Mn2300 (PLD)","urn:uuid:1ecc3b4a-6098-4aa4-b018-f3b339446886","urn:uuid:c03f8539-51f9-4e46-b577-9e4bdc559e48"
